facility_id|license|dba_name|facility_type|address|city|state|zip|latitude|longitude|location|has_location
34234|2713081|BLACK CAT KITCHEN|Shared Kitchen User (Long Term)|2257 N SAWYER AVE |CHICAGO|IL|60647|41.922722|-87.708948|(41.92272238124969, -87.70894770864994)|t
34235|2713082|ODYSSEY  CHICAGO RIVER|Restaurant|455 N CITYFRONT PLAZA DR|CHICAGO|IL|60611|41.890001|-87.621439|"
,  
(41.890001335214684, -87.62143868830125)"|t
34236|2713090|EAT FIRST RESTAURANT|Restaurant|3337 W BELMONT AVE|CHICAGO|IL|60618|41.939193|-87.711566|"
,  
(41.93919260225543, -87.71156588843112)"|t
34237|2713112|ROOTS HANDMADE PIZZA - PRINTER'S ROW|Restaurant|744 S DEARBORN ST|CHICAGO|IL|60605|41.872452|-87.629283|"
,  
(41.87245218531338, -87.62928257680521)"|t
34238|2713131|CARABA JJ|Restaurant|122 S MICHIGAN AVE |CHICAGO|IL|60603|41.880263|-87.624505|(41.88026337218459, -87.62450498038699)|t
34239|2713135|DOUGHBOY'S CHICAGO|Restaurant|352 E 71ST ST|CHICAGO|IL|60619|41.765797|-87.616411|"
,  
(41.76579696885183, -87.61641111913744)"|t
34240|2713155|FLOUR POWER|Restaurant|1642 W CHICAGO AVE |CHICAGO|IL|60622|41.896156|-87.668915|(41.896156327938414, -87.66891472541245)|t
34241|2713175|TLAYUDAS OAXACA GRILL,INC|Restaurant|3652 W LAWRENCE AVE |CHICAGO|IL|60625|41.968436|-87.720403|(41.968435554702644, -87.72040253869211)|t
34242|2713193|CENADURIA LOS DORADOS|Restaurant|13514 S AVENUE O |CHICAGO|IL|60633|41.649558|-87.540040|(41.649557800278544, -87.54004030932865)|t
34243|27132|Grape Street & Vine|Unknown|226 E ONTARIO ST |CHICAGO|IL|60611|41.893482|-87.621978|(41.89348226096997, -87.62197841416983)|t
34244|2713203|VIVA NUTRITION CLUB|Restaurant|2624 W 59TH ST|CHICAGO|IL|60629|41.786578|-87.689880|"
,  
(41.78657793776631, -87.68987967619805)"|t
34245|2713206|TAMALITO|Restaurant|7357 N CLARK ST |CHICAGO|IL|60626|42.015449|-87.674959|(42.015448985777354, -87.67495947642063)|t
34246|2713237|TESTACCIO|Restaurant|2456 N CALIFORNIA AVE|CHICAGO|IL|60647|41.926480|-87.697608|"
,  
(41.92648028782631, -87.69760792778989)"|t
34247|2713239|TESTACCIO|Restaurant|2456 N CALIFORNIA AVE |CHICAGO|IL|60647|41.926480|-87.697608|(41.92648028782631, -87.69760792778989)|t
34248|2713243|TE'AMO BOBA BAR|Restaurant|520 N MICHIGAN AVE |CHICAGO|IL|60611|41.891689|-87.624307|(41.89168851736832, -87.62430717812579)|t
34249|2713244|TE'AMO BOBA BAR|Restaurant|2169 S CHINA PL|CHICAGO|IL|60616|41.853540|-87.635232|"
,  
(41.85353950377515, -87.63523246599729)"|t
34250|2713247|SWEETLAND BAKERY|Bakery|2472 N CLARK ST |CHICAGO|IL|60614|41.927319|-87.641677|(41.92731863845506, -87.64167746228313)|t
34251|2713271|FACEBOOK|Restaurant|151 N FRANKLIN ST |CHICAGO|IL|60606|41.884499|-87.635234|(41.8844994926551, -87.6352335760181)|t
34252|2713278|WINGSTOP|Restaurant|4831 N MILWAUKEE AVE|CHICAGO|IL|60630|41.968677|-87.761255|"
,  
(41.968677142221665, -87.76125525436993)"|t
34253|2713291|EDIBLE ARRANGEMENTS|Restaurant|2031 E 95TH ST|CHICAGO|IL|60617|41.722374|-87.574119|"
,  
(41.72237416138551, -87.57411884277383)"|t
34254|2713298|GORDITAS LA TIA|Restaurant|6425 W 63RD ST|CHICAGO|IL|60638|41.777550|-87.782265|"
,  
(41.77755027536734, -87.78226491921245)"|t
34255|2713301|OUTPOST MEXICAN EATERY|Restaurant|520 W HARRISON ST|CHICAGO|IL|60607|41.874505|-87.640466|"
,  
(41.874504999844035, -87.64046641424397)"|t
34256|2713320|SARAVALE MEAT MARKET & EUROPEAN DELI|Grocery Store|5254 W IRVING PARK RD |CHICAGO|IL|60641|41.953387|-87.759339|(41.95338732800152, -87.75933890897996)|t
34257|2713332|SURF'S UP BRONZEVILLE|Restaurant|4317 S COTTAGE GROVE AVE |CHICAGO|IL|60653|41.816273|-87.606552|(41.81627252529216, -87.6065522605752)|t
34258|2713340|THAI PASTRY|Restaurant|4925 N BROADWAY |CHICAGO|IL|60640|41.972214|-87.659609|(41.97221355699091, -87.6596091001073)|t
34259|2713354|FOOD ON THE RUN|Restaurant|8036-8040 S ASHLAND AVE|CHICAGO|IL|60620|41.747422|-87.663508|"
,  
(41.747422254096726, -87.66350827834202)"|t
34260|2713360|SUBWAY 29772|Restaurant|1139 W GRANVILLE AVE |CHICAGO|IL|60660|41.994447|-87.659937|(41.994447305068526, -87.65993657902533)|t
34261|2713399|CHICAGOALND COOKIE LLC LINCOLN PARK SERIES|Bakery|3759 N RACINE AVE |CHICAGO|IL|60613|41.950516|-87.659105|(41.95051552293134, -87.65910481634444)|t
34262|2713436|LE MOON COFFEE SHOP|Restaurant|1855 W DIVERSEY PKWY |CHICAGO|IL|60614|41.932214|-87.674987|(41.9322141790719, -87.67498720120979)|t
34263|2713462|TESTACCIO|Restaurant|2456 N CALIFORNIA AVE |CHICAGO|IL|60647|41.926480|-87.697608|(41.92648028782631, -87.69760792778989)|t
34264|2713470|GALLERY CAFE|Restaurant|734 N MILWAUKEE AVE|CHICAGO|IL|60642|41.895133|-87.653907|"
,  
(41.8951328475832, -87.653907100256)"|t
34265|2713527|GYRO EATS INC|Restaurant|4300 N MILWAUKEE AVE |CHICAGO|IL|60641|41.958817|-87.753082|(41.95881681925547, -87.75308175224446)|t
34266|2713529|HOOTS OF SOUTH LOOP, INC.|Restaurant|1238 S CANAL ST|CHICAGO|IL|60607|41.866174|-87.639357|"
,  
(41.86617419725293, -87.63935715030641)"|t
34267|2713533|THE HALAL GUYS|Restaurant|49 W DIVISION ST|CHICAGO|IL|60610|41.903807|-87.630494|"
,  
(41.90380743789834, -87.63049359166655)"|t
34268|2713537|TEN CAFE|Restaurant|3308 N WESTERN AVE|CHICAGO|IL|60618|41.941586|-87.688376|"
,  
(41.94158571345376, -87.68837619919587)"|t
34269|2713550|CONVENE|Restaurant|333 N GREEN ST|CHICAGO|IL|60607|41.887808|-87.648545|"
,  
(41.887808158349756, -87.64854522138359)"|t
34270|2713555|NUT FOR DONUTS|Restaurant|7601 S CICERO AVE|CHICAGO|IL|60652|41.754660|-87.741385|"
,  
(41.75466012439374, -87.74138475860521)"|t
34271|2713558|FRUVE XPRESS JUICERY|Restaurant|1131 S STATE ST|CHICAGO|IL|60605|41.868401|-87.627300|"
,  
(41.86840136182368, -87.62729985497188)"|t
34272|2713598|7 SEAS SUPERMARKET,INC.|Grocery Store|1015 W 87TH ST |CHICAGO|IL|60620|41.735884|-87.649137|(41.735883858312064, -87.64913691423969)|t
34273|2713603|BROOKLYN SUPERMARKET INC.|Grocery Store|5431 W Chicago AVE |CHICAGO|IL|60651|41.894769|-87.761974|(41.89476941876594, -87.76197389292327)|t
34274|2713614|CMM FOOD SERVICES|Restaurant|3901 S STATE ST|CHICAGO|IL|60609|41.823622|-87.626280|"
,  
(41.82362189116429, -87.62627975645273)"|t
34275|2713618|PALMER HOUSE HILTON|Restaurant|17 E MONROE ST|CHICAGO|IL|60603|41.880665|-87.627089|"
,  
(41.88066457839605, -87.6270893644417)"|t
34276|2713619|PALMER HOUSE HILTON|Restaurant|17 E MONROE ST|CHICAGO|IL|60603|41.880665|-87.627089|"
,  
(41.88066457839605, -87.6270893644417)"|t
34277|2713622|PALMER HOUSE HILTON|Restaurant|17 E MONROE ST|CHICAGO|IL|60603|41.880665|-87.627089|"
,  
(41.88066457839605, -87.6270893644417)"|t
34278|2713623|PALMER HOUSE HILTON|Restaurant|17 E MONROE ST|CHICAGO|IL|60603|41.880665|-87.627089|"
,  
(41.88066457839605, -87.6270893644417)"|t
34279|2713626|BURGER KING|Restaurant|11601 W TOUHY AVE|CHICAGO|IL|60666|42.008751|-87.906874|"
,  
(42.00875076599798, -87.90687413400109)"|t
34280|2713630|TGS RAVENSWOOD, LLC|Children's Services Facility|1525 W WILSON AVE|CHICAGO|IL|60640|41.965131|-87.668858|"
,  
(41.96513148445936, -87.6688575643046)"|t
34281|2713639|PALMER HOUSE HILTON|Restaurant|17 E MONROE ST|CHICAGO|IL|60603|41.880665|-87.627089|"
,  
(41.88066457839605, -87.6270893644417)"|t
34282|2713640|PALMER HOUSE HILTON|Restaurant|17 E MONROE ST|CHICAGO|IL|60603|41.880665|-87.627089|"
,  
(41.88066457839605, -87.6270893644417)"|t
34283|2713658|CARIBBEAN JERK JOINT|Restaurant|1400 E 47TH DR|CHICAGO|IL|60653|41.809795|-87.592374|"
,  
(41.80979548271692, -87.59237386663331)"|t
34284|2713661|MKR FOOD AND LIQUOR|Grocery Store|4344 W ARMITAGE AVE |CHICAGO|IL|60639|41.917161|-87.735714|(41.91716142301519, -87.73571402922796)|t
34285|2713663|MKR FOOD AND LIQUOR|Grocery Store|4344 W ARMITAGE AVE |CHICAGO|IL|60639|41.917161|-87.735714|(41.91716142301519, -87.73571402922796)|t
34286|27137|JIN JU|Restaurant|5203 N CLARK ST|CHICAGO|IL|60640|41.976301|-87.668276|"
,  
(41.97630115368914, -87.66827593789948)"|t
34287|2717613|PALETERIA MI LINDO MICHOACAN INC.|Restaurant|3719 E 106TH ST|CHICAGO|IL|60617|41.702613|-87.533265|"
,  
(41.70261285302715, -87.53326501440729)"|t
34288|2717621|734 FUEL AND FOOD INC|Grocery Store|734-742 W 111TH ST|CHICAGO|IL|60628|41.692475|-87.641313|"
,  
(41.69247497477615, -87.64131341884206)"|t
34289|2717625|MORSE GYROS|Restaurant|1335 W MORSE AVE |CHICAGO|IL|60626|42.007815|-87.665068|(42.00781495142283, -87.66506815194622)|t
34290|2717648|AMATO'S PIZZERIA INC|Restaurant|1745-1747 N HARLEM AVE |CHICAGO|IL|60707|41.912047|-87.805727|(41.9120473551649, -87.8057270270157)|t
34291|2717653|KALE MY NAME|Restaurant|3300 W MONTROSE AVE |CHICAGO|IL|60618|41.961268|-87.710753|(41.961268212903974, -87.71075304347927)|t
34292|2717661|THE FRENCH PASTRY SCHOOL  LLC|PASTRY SCHOOL|200 S WACKER DR |CHICAGO|IL|60606|41.879284|-87.637101|(41.87928363996398, -87.63710070443776)|t
34293|2717685|TGS RIVER NORTH, LLC|Daycare Above and Under 2 Years|500 W SUPERIOR ST|CHICAGO|IL|60654|41.895609|-87.641579|"
,  
(41.89560870567257, -87.64157916536797)"|t
34294|2717686|VERVE WINE|Restaurant|2349 N LINCOLN AVE |CHICAGO|IL|60614|41.924819|-87.647671|(41.92481860342548, -87.64767133453772)|t
34295|2717697|GYROS JOINT, LLC|Restaurant|1420 N WESTERN AVE |CHICAGO|IL|60622|41.907322|-87.687289|(41.907322099126326, -87.68728856672459)|t
34296|2717698|JUSTINE FOOD MART|Grocery Store|1533 W 79TH ST |CHICAGO|IL|60620|41.750262|-87.662256|(41.75026194676381, -87.66225587318787)|t
34297|2717705|TEJANO'S|Restaurant|941 N DAMEN AVE |CHICAGO|IL|60622|41.898984|-87.676992|(41.89898444436084, -87.67699241226124)|t
34298|2717716|CHICAGO HELICOPTER EXPERIENCE|Liquor|1339 S WOOD ST |CHICAGO|IL|60608|41.863874|-87.671123|(41.86387427552138, -87.67112264947781)|t
34299|2717717|CHICAGO HELICOPTER EXPERIENCE|Liquor|1339 S WOOD ST |CHICAGO|IL|60608|41.863874|-87.671123|(41.86387427552138, -87.67112264947781)|t
34300|2717744|BURGER KING #332|Restaurant|4910 W NORTH AVE |CHICAGO|IL|60639|41.909689|-87.749671|(41.909689477429616, -87.74967070603273)|t
34301|2717775|AMIGOS SALUDABLES|Restaurant|4001 W FULLERTON AVE |CHICAGO|IL|60639|41.924374|-87.726814|(41.92437352872389, -87.72681367807314)|t
34302|2717785|LUCY'S|Restaurant|4570 N BROADWAY |CHICAGO|IL|60640|41.965270|-87.657554|(41.96527014438852, -87.6575542920256)|t
34303|2717787|BAILEY'S COFFEE HOUSE|Unknown|509 W DICKENS AVE |CHICAGO|IL|60614|41.919995|-87.641675|(41.91999462555449, -87.64167485503985)|t
34304|2717840|HAROLDS CHICKEN SHACKS|Restaurant|115 S CLINTON ST |CHICAGO|IL|60661|41.880084|-87.640991|(41.88008392315012, -87.64099077791987)|t
34305|2717854|SUBWAY|Restaurant|6237 S HALSTED ST|CHICAGO|IL|60621|41.780331|-87.644654|"
,  
(41.780331089294336, -87.6446543895969)"|t
34306|2717858|LA TROPICANA RESTAURANT|Restaurant|3601 W NORTH AVE |CHICAGO|IL|60647|41.909884|-87.716751|(41.90988374801486, -87.71675134304142)|t
34307|2717876|LUCKY FOOD|Grocery Store|617 N CICERO AVE |CHICAGO|IL|60644|41.891920|-87.745551|(41.891920489019896, -87.74555147140606)|t
34308|2717889|UNCLE REMUS SFC 3 LLC|Restaurant|737 E 47TH ST|CHICAGO|IL|60653|41.809408|-87.607552|"
,  
(41.80940750533229, -87.60755179176687)"|t
34309|2717891|VAUNT FITNESS, LLC|Restaurant|6255 S ARCHER AVE|CHICAGO|IL|60638|41.793425|-87.776536|"
,  
(41.79342474896593, -87.77653602949795)"|t
34310|2717894|BITTER POPS|Restaurant|3357-3361 N LINCOLN AVE|CHICAGO|IL|60657|41.943034|-87.670842|"
,  
(41.9430337588967, -87.67084228253808)"|t
34311|2717932|JOJO GYROS|Restaurant|1161 N PULASKI RD |CHICAGO|IL|60651|41.902583|-87.726153|(41.902583190053704, -87.72615275088486)|t
34312|2717939|LEXINGTON BETTY SMOKEHOUSE|Restaurant|756 E 111TH ST|CHICAGO|IL|60628|41.692976|-87.602665|"
,  
(41.69297593328423, -87.60266451724692)"|t
34313|2717967|THE GWEN|Restaurant|520 N MICHIGAN AVE|CHICAGO|IL|60611|41.891689|-87.624307|"
,  
(41.89168851736832, -87.62430717812579)"|t
34314|2717978|TAQUERIA LA MORENA|Restaurant|4530 W AUGUSTA BLVD|CHICAGO|IL|60651|41.898910|-87.739737|"
,  
(41.89890960102938, -87.73973687557414)"|t
34315|2717980|SPIRIT OF NAVY PIER|Restaurant|600 E GRAND AVE|CHICAGO|IL|60611|41.892094|-87.611570|"
,  
(41.892094136861786, -87.61156988394656)"|t
34316|2717981|ODYSSEY CRUISES|Restaurant|600 E GRAND AVE|CHICAGO|IL|60611|41.892094|-87.611570|"
,  
(41.892094136861786, -87.61156988394656)"|t
34317|2717982|NEW HAP'S GRILL FISH AND CHICKEN|Restaurant|6859 S LOOMIS BLVD|CHICAGO|IL|60636|41.768716|-87.658922|"
,  
(41.76871573470448, -87.6589218559854)"|t
34318|2718004|TEJANO'S|Restaurant|941 N DAMEN AVE |CHICAGO|IL|60622|41.898984|-87.676992|(41.89898444436084, -87.67699241226124)|t
34319|2718020|RUBY'S PLACE|Grocery Store|5900 W MADISON ST |CHICAGO|IL|60644|41.880243|-87.771852|(41.88024286950165, -87.77185248328153)|t
34320|2718022|D'CUBA|Restaurant|5653 W FULLERTON AVE|CHICAGO|IL|60639|41.923838|-87.768123|"
,  
(41.92383772649706, -87.76812296268612)"|t
34321|2718030|7-ELEVEN #15149K|Grocery Store|7555 W IRVING PARK RD |CHICAGO|IL|60634|41.952430|-87.816832|(41.95242971880026, -87.81683233707743)|t
34322|2718043|RIO TACO'S, INC.|Restaurant|3246-3248 W FOSTER AVE|CHICAGO|IL|60625|41.975836|-87.710588|"
,  
(41.975836120944784, -87.71058817183558)"|t
34323|2718044|ENJOY CHICKEN & FISH|Restaurant|8655 S JEFFERY BLVD |CHICAGO|IL|60617|41.737262|-87.575576|(41.737261528894834, -87.57557560680759)|t
34324|2718063|BEST CATERING INC|Catering|3576 N MILWAUKEE AVE |CHICAGO|IL|60641|41.945689|-87.734906|(41.945689474851214, -87.73490602734594)|t
34325|2718080|BRITISH INTERNATIONAL SCHOOL OF CHICAGO LINCOLN PA|Children's Services Facility|821 W EASTMAN ST|CHICAGO|IL|60642|41.907350|-87.649171|"
,  
(41.90735030771109, -87.64917064303643)"|t
34326|2718083|BURGER KING #142|Restaurant|5425 S PULASKI RD|CHICAGO|IL|60632|41.794274|-87.723043|"
,  
(41.79427426174653, -87.72304339449933)"|t
34327|2718094|WRIGLEYVILLE NORTH|Restaurant|3900 N SHERIDAN RD |CHICAGO|IL|60613|41.952714|-87.654639|(41.95271366381651, -87.65463890620971)|t
34328|2718106|WINGSTOP RESTAURANT|Restaurant|4445 N PULASKI RD|CHICAGO|IL|60630|41.962235|-87.727714|"
,  
(41.96223481162694, -87.72771371816451)"|t
34329|2718108|HIGH TIDE POKE|Restaurant|203 N LA SALLE ST STE 150|CHICAGO|IL|60601|41.885822|-87.632304|(41.885822047853026, -87.63230373508567)|t
34330|2718150|KIMBERLI SUSHI BAR & THAI CUISINE|Restaurant|2547 W LAWRENCE AVE|CHICAGO|IL|60625|41.968467|-87.693220|"
,  
(41.96846702189827, -87.69322013455337)"|t
34331|2718151|KASAMA|Restaurant|1001 N WINCHESTER AVE |CHICAGO|IL|60622|41.899664|-87.675787|(41.8996641853712, -87.67578654766524)|t
34332|2718179|GOPUFF|Grocery Store|6437 N AVONDALE AVE |CHICAGO|IL|60631|41.997906|-87.811537|(41.99790606072998, -87.81153719318401)|t
34333|2718182|GOPUFF|Grocery Store|1725 W HUBBARD ST |CHICAGO|IL|60622|41.889720|-87.670617|(41.88971974699358, -87.67061704171114)|t
34334|2718239|RAMEN-SAN DELUXE/ TALLBOY TACO|Restaurant|165 E HURON ST|CHICAGO|IL|60611|41.894856|-87.622822|"
,  
(41.89485550185287, -87.62282165638958)"|t
34335|2718241|RAMEN-SAN DELUXE/ TALLBOY TACO|Restaurant|165 E HURON ST |CHICAGO|IL|60611|41.894856|-87.622822|(41.89485550185287, -87.62282165638958)|t
34336|2718242|RAMEN-SAN DELUXE/ TALLBOY TACO|Restaurant|165 E HURON ST |CHICAGO|IL|60611|41.894856|-87.622822|(41.89485550185287, -87.62282165638958)|t
34337|2718243|RAMEN-SAN DELUXE/ TALLBOY TACO|Restaurant|165 E HURON ST |CHICAGO|IL|60611|41.894856|-87.622822|(41.89485550185287, -87.62282165638958)|t
34338|2718247|REZA'S RESTAURANT|Restaurant|5255-5259 N CLARK ST |CHICAGO|IL|60640|41.977843|-87.668207|(41.97784289507301, -87.66820740032976)|t
34339|2718249|REZA'S RESTAURANT|Restaurant|5255-5259 N CLARK ST |CHICAGO|IL|60640|41.977843|-87.668207|(41.97784289507301, -87.66820740032976)|t
34340|2718255|WOK! YOU WANT|Restaurant|3051 N CALIFORNIA AVE |CHICAGO|IL|60618|41.937291|-87.697618|(41.93729113043804, -87.69761822554905)|t
34341|2718270|DoorDash|Wholesale|1010 N HOOKER ST |CHICAGO|IL|60642|41.900408|-87.648503|(41.900407667864684, -87.64850293891824)|t
34342|2718272|COYOTES PIZZA|Restaurant|3155 N HALSTED ST |CHICAGO|IL|60657|41.939441|-87.649103|(41.93944115701468, -87.64910277148812)|t
34343|2718275|CENTURY CENTRE LOUNGE|Restaurant|2828 N CLARK ST STE 4|CHICAGO|IL|60657|41.933474|-87.645599|(41.93347403945103, -87.64559929166136)|t
34344|2718276|CENTURY CENTRE LOUNGE|Restaurant|2828 N CLARK ST STE 4|CHICAGO|IL|60657|41.933474|-87.645599|(41.93347403945103, -87.64559929166136)|t
34345|2718278|BOBIJOA|Restaurant|1140 W 18TH ST|CHICAGO|IL|60608|41.858087|-87.655009|"
,  
(41.858087069556625, -87.65500878752039)"|t
34346|2718280|AMA EL LOCAL|Restaurant|1549 W ELMDALE AVE |CHICAGO|IL|60660|41.990694|-87.669524|(41.99069416104576, -87.6695244305086)|t
34347|2718293|SUBWAY|Restaurant|10900 S DOTY AVE|CHICAGO|IL|60628|41.696314|-87.596632|"
,  
(41.69631368397275, -87.59663224393329)"|t
34348|2718294|FIGUEROA  NUTRITION|Restaurant|4342 S ASHLAND AVE |CHICAGO|IL|60609|41.814598|-87.665268|(41.81459800958798, -87.66526819201842)|t
34349|2718296|ANNA PURANA FAST FOOD|Restaurant|2600 W DEVON AVE|CHICAGO|IL|60659|41.997755|-87.694830|"
,  
(41.99775478924851, -87.69482972221137)"|t
34350|2718299|SMOKEY ZO'S|Shared Kitchen User (Short Term)|11436 S EMERALD |CHICAGO|IL|60628|41.685806|-87.641105|(41.685806003417305, -87.64110463333087)|t
34351|27183|QUICK STOP|Grocery Store|101 E ERIE ST |CHICAGO|IL|60611|41.894010|-87.625368|(41.89400968711272, -87.62536771830537)|t
34352|2718343|LA CEBOLLITA GRILL|Restaurant|2632 W 71ST ST|CHICAGO|IL|60629|41.764706|-87.689424|"
,  
(41.76470633763237, -87.68942413586026)"|t
34353|2718351|EL QUETZAL RESTAURANT|Restaurant|9625 S EWING AVE |CHICAGO|IL|60617|41.720590|-87.535142|(41.720590461950856, -87.53514240131703)|t
34354|2718362|MONA'S SWEET SPOT LLC|Bakery|5412 W DEVON AVE|CHICAGO|IL|60646|41.997438|-87.764322|"
,  
(41.997438091518625, -87.76432201057698)"|t
34355|2718377|LXG MIDWAY AIRPORT HOTEL|Restaurant|7353 S CICERO AVE |CHICAGO|IL|60629|41.759130|-87.741554|(41.75912971390726, -87.74155364936757)|t
34356|2718389|NAPLES PIZZA 3|Restaurant|2819 W 63RD ST|CHICAGO|IL|60629|41.778995|-87.694210|"
,  
(41.778994736359884, -87.69421036159837)"|t
34357|2718391|HYATT REGENCY MCCORMICK PLACE|RESTAURANT/BAR|2233 S DR MARTIN LUTHER KING JR DR |CHICAGO|IL|60616|41.852076|-87.618851|(41.852075574499366, -87.61885080391755)|t
34358|2718397|ADAM FOOD MART MORE|Grocery Store|1339 S HOMAN AVE|CHICAGO|IL|60623|41.863277|-87.710305|"
,  
(41.8632771655678, -87.71030455218524)"|t
34359|2718414|LENOX CAKES|Shared Kitchen User (Long Term)|5550 N KENMORE AVE |CHICAGO|IL|60640|41.983365|-87.656750|(41.98336468408144, -87.65674964609613)|t
34360|2718416|PHILLY BROS|Restaurant|734 W FULLERTON AVE |CHICAGO|IL|60614|41.925579|-87.647689|(41.925579119724574, -87.64768921320083)|t
34361|2718423|LXG MIDWAY AIRPORT HOTEL/MIDWAY BISTRO|Restaurant|7353 S CICERO AVE|CHICAGO|IL|60629|41.759130|-87.741554|"
,  
(41.75912971390726, -87.74155364936757)"|t
34362|2718452|P.F. CHANG'S TO GO, LLC|Restaurant|177 N MORGAN ST |CHICAGO|IL|60607|41.885313|-87.651985|(41.885312780714, -87.65198514048795)|t
34363|2718459|MADISON FOOD & LIQUOR|Grocery Store|5069 W MADISON ST |CHICAGO|IL|60644|41.880296|-87.752494|(41.880296089471855, -87.7524941981518)|t
34364|2718460|MADISON FOOD & LIQUOR|Grocery Store|5069 W MADISON ST |CHICAGO|IL|60644|41.880296|-87.752494|(41.880296089471855, -87.7524941981518)|t
34365|2718464|ANTICONQUISTA CAFE|Mobile Prepared Food Vendor|324 N LEAVITT ST|CHICAGO|IL|60612|41.887434|-87.681849|"
,  
(41.88743405025222, -87.68184949426895)"|t
34366|2718480|CAFE IBERICO|Restaurant|737 N LA SALLE DR |CHICAGO|IL|60654|41.895815|-87.632548|(41.895815086968895, -87.63254774192721)|t
34367|2718481|CAFE IBERICO|Restaurant|737 N LA SALLE DR |CHICAGO|IL|60654|41.895815|-87.632548|(41.895815086968895, -87.63254774192721)|t
34368|2718487|MEROE|Restaurant|939 N ORLEANS ST |CHICAGO|IL|60610|41.900150|-87.637161|(41.90014977443748, -87.63716134942399)|t
34369|2718495|DCRG, INC.|Restaurant|1720 N CALIFORNIA AVE |CHICAGO|IL|60647|41.912692|-87.697205|(41.912691923355744, -87.69720455176802)|t
34370|2718512|LURE FISHBAR CHICAGO|Restaurant|616 N RUSH ST|CHICAGO|IL|60611|41.893131|-87.625559|"
,  
(41.89313081087328, -87.62555906428202)"|t
34371|2718513|LURE FISHBAR CHICAGO|Restaurant|616 N RUSH ST |CHICAGO|IL|60611|41.893131|-87.625559|(41.89313081087328, -87.62555906428202)|t
34372|2718515|THE BUNKER|Restaurant|1515 W MONROE ST|CHICAGO|IL|60607|41.880086|-87.665054|"
,  
(41.88008566659281, -87.66505441566734)"|t
34373|2718516|THE BUNKER|Restaurant|1515 W MONROE ST |CHICAGO|IL|60607|41.880086|-87.665054|(41.88008566659281, -87.66505441566734)|t
34374|2718517|THE BUNKER|Restaurant|1515 W MONROE ST |CHICAGO|IL|60607|41.880086|-87.665054|(41.88008566659281, -87.66505441566734)|t
34375|2718520|NORTHERN TRUST CHILD CARE CENTER|Children's Services Facility|321 S WABASH AVE|CHICAGO|IL|60604|41.877726|-87.625929|"
,  
(41.87772560111621, -87.62592864724834)"|t
34376|2718522|LA VACA MARGARITA BAR #2|Restaurant|1969 N HALSTED ST |CHICAGO|IL|60614|41.917917|-87.648351|(41.917916818190015, -87.64835076816347)|t
34377|2718524|LA VACA MARGARITA BAR #2|Restaurant|1969 N HALSTED ST |CHICAGO|IL|60614|41.917917|-87.648351|(41.917916818190015, -87.64835076816347)|t
34378|2718533|BEEZZEE|Restaurant|424 S WABASH AVE |CHICAGO|IL|60605|41.876351|-87.626189|(41.87635126679324, -87.62618919572564)|t
34379|2718536|BELLA'S ITALIAN ICE|Restaurant|3523 W FULLERTON AVE|CHICAGO|IL|60647|41.924521|-87.714757|"
,  
(41.92452088186192, -87.71475728516636)"|t
34380|2718555|SWEATLODGE/REHYDRATE WATER BAR & CAFE|Restaurant|3500-3504 N CICERO AVE |CHICAGO|IL|60641|41.944317|-87.747161|(41.94431699793207, -87.74716146412266)|t
34381|2718556|SWEATLODGE/REHYDRATE WATER BAR & CAFE|Restaurant|3500-3504 N CICERO AVE|CHICAGO|IL|60641|41.944317|-87.747161|"
,  
(41.94431699793207, -87.74716146412266)"|t
34382|2718567|HOMEPLATE DEUCES & THE DIAMOND CLUB|Restaurant|3501-3507 N CLARK ST |CHICAGO|IL|60657|41.945994|-87.655371|(41.945993522747315, -87.65537113546681)|t
34383|2718568|GOOD AMBLER|Bakery|905 W FULTON MARKET |CHICAGO|IL|60607|41.886656|-87.650059|(41.88665599292189, -87.65005921556904)|t
34384|2718573|MORGANS ON FULTON|Restaurant|954 W FULTON MARKET |CHICAGO|IL|60607|41.886851|-87.652030|(41.886851115667795, -87.65203009995976)|t
34385|2718575|MORGANS ON FULTON|Restaurant|954 W FULTON MARKET |CHICAGO|IL|60607|41.886851|-87.652030|(41.886851115667795, -87.65203009995976)|t
34386|2718576|MORGANS ON FULTON|Restaurant|954 W FULTON MARKET |CHICAGO|IL|60607|41.886851|-87.652030|(41.886851115667795, -87.65203009995976)|t
34387|2718596|BEST SUBS & PIZZA|Restaurant|5933 W NORTH AVE |CHICAGO|IL|60639|41.909157|-87.774528|(41.90915699594466, -87.77452778151748)|t
34388|2718602|CLOUD KITCHENS|Shared Kitchen|2537 S WABASH AVE|CHICAGO|IL|60616|41.846292|-87.625197|"
,  
(41.84629216174439, -87.62519701256065)"|t
34389|2718617|PALETERIA POLAR INC|Restaurant|6538 N CLARK ST|CHICAGO|IL|60626|42.001027|-87.671773|"
,  
(42.00102743599076, -87.67177268428709)"|t
34390|2718647|P.F. CHANG'S TO GO, LLC|Restaurant|231 S LA SALLE ST |CHICAGO|IL|60604|41.878543|-87.632121|(41.87854293163992, -87.63212057674588)|t
34391|2718649|HYATT HOUSE/HYATT PLACE AND FOOD CT|Restaurant|1835 W HARRISON ST |CHICAGO|IL|60612|41.873988|-87.672997|(41.87398795331432, -87.67299740933659)|t
